draft_id,draft_slot,is_keeper,metadata,pick_no,picked_by,player_id,reactions,roster_id,round
1124840609828335617,5,,"{'first_name': 'New York', 'injury_status': '', 'last_name': 'Jets', 'news_updated': '', 'number': '', 'player_id': 'NYJ', 'position': 'DEF', 'sport': 'nfl', 'status': '', 'team': 'NYJ', 'team_abbr': '', 'team_changed_at': '', 'years_exp': ''}",69,,NYJ,,5,9
1124840609828335617,6,,"{'first_name': 'Tank', 'injury_status': '', 'last_name': 'Dell', 'news_updated': '1724543125100', 'number': '3', 'player_id': '9502', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'HOU', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '1'}",70,999433102126546944,9502,,6,9
1124840609828335617,7,,"{'first_name': 'George', 'injury_status': '', 'last_name': 'Pickens', 'news_updated': '1724542524455', 'number': '14', 'player_id': '8137', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'PIT', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '2'}",71,974106566116847616,8137,,4,9
1124840609828335617,8,,"{'first_name': 'Rhamondre', 'injury_status': '', 'last_name': 'Stevenson', 'news_updated': '1723812319430', 'number': '38', 'player_id': '7611', 'position': 'RB', 'sport': 'nfl', 'status': 'Active', 'team': 'NE', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '3'}",72,990112455994994688,7611,,1,9
1124840609828335617,8,,"{'first_name': 'David', 'injury_status': '', 'last_name': 'Montgomery', 'news_updated': '1722206159467', 'number': '5', 'player_id': '5892', 'position': 'RB', 'sport': 'nfl', 'status': 'Active', 'team': 'DET', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '5'}",73,990112455994994688,5892,,1,10
1124840609828335617,7,,"{'first_name': 'George', 'injury_status': '', 'last_name': 'Kittle', 'news_updated': '1724513121159', 'number': '85', 'player_id': '4217', 'position': 'TE', 'sport': 'nfl', 'status': 'Active', 'team': 'SF', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '7'}",74,974106566116847616,4217,,4,10
1124840609828335617,6,,"{'first_name': 'Ladd', 'injury_status': '', 'last_name': 'McConkey', 'news_updated': '1724605533951', 'number': '15', 'player_id': '11635', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'LAC', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '0'}",75,999433102126546944,11635,,6,10
1124840609828335617,5,,"{'first_name': 'Rome', 'injury_status': '', 'last_name': 'Odunze', 'news_updated': '1724604933876', 'number': '15', 'player_id': '11620', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'CHI', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '0'}",76,,11620,,5,10
1124840609828335617,4,,"{'first_name': 'Jaxon', 'injury_status': '', 'last_name': 'Smith-Njigba', 'news_updated': '1724567128239', 'number': '11', 'player_id': '9488', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'SEA', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '1'}",77,562432915037523968,9488,,2,10
1124840609828335617,3,,"{'first_name': 'Jayden', 'injury_status': '', 'last_name': 'Reed', 'news_updated': '1723135532386', 'number': '11', 'player_id': '10222', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'GB', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '1'}",78,808950455362256896,10222,,7,10
1124840609828335617,2,,"{'first_name': 'Chris', 'injury_status': '', 'last_name': 'Godwin', 'news_updated': '1724512520545', 'number': '14', 'player_id': '4037', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'TB', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '7'}",79,1128031061746831360,4037,,8,10
1124840609828335617,1,,"{'first_name': 'Keenan', 'injury_status': '', 'last_name': 'Allen', 'news_updated': '1723919121434', 'number': '13', 'player_id': '1479', 'position': 'WR', 'sport': 'nfl', 'status': 'Active', 'team': 'CHI', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '11'}",80,999440800352219136,1479,,3,10
1124840609828335617,1,,"{'first_name': 'Raheem', 'injury_status': '', 'last_name': 'Mostert', 'news_updated': '1723995936083', 'number': '31', 'player_id': '2749', 'position': 'RB', 'sport': 'nfl', 'status': 'Active', 'team': 'MIA', 'team_abbr': '', 'team_changed_at': '', 'years_exp': '9'}",81,999440800352219136,2749,,3,11
